#Gen,#Eval,HyperVolume using each gen,HyperVolume using whole gen,Num of feasible individuals
1,153,0.512559482861039,0.512559482861039,3
2,306,0,0.512559482861039,0
3,459,0.0910207049004553,0.512559482861039,1
4,612,0,0.512559482861039,0
5,765,0,0.512559482861039,0
6,918,0.265598800103482,0.512559482861039,1
7,1071,0.424526322180262,0.529292589511825,1
8,1224,0.457010508820839,0.55627373472343,1
9,1377,0,0.55627373472343,0
10,1530,0.43290970396702,0.558084518857926,1
11,1683,0,0.558084518857926,0
12,1836,0,0.558084518857926,0
13,1989,0.537280053288352,0.566833302752981,2
14,2142,0,0.566833302752981,0
15,2295,0,0.566833302752981,0
16,2448,0,0.566833302752981,0
17,2601,0.468873569916536,0.584542454904076,2
18,2754,0.510615974723179,0.595588294631898,3
19,2907,0.541856408925637,0.595588294631898,8
20,3060,0.527473899601429,0.595633732976386,8
21,3213,0.460878134207674,0.595633732976386,4
22,3366,0.570299312145042,0.601903755696735,7
23,3519,0.43773321437,0.601903755696735,5
24,3672,0.534637544795399,0.604280765984599,4
25,3825,0.48217958586,0.604280765984599,4
26,3978,0.580130723009577,0.606934280972423,3
27,4131,0.473987090227875,0.606934280972423,3
28,4284,0.425665289625893,0.606934280972423,1
29,4437,0.523169483474882,0.606934280972423,2
30,4590,0.579554144257471,0.606934280972423,3
31,4743,0,0.606934280972423,0
32,4896,0.472156679925,0.606934280972423,1
33,5049,0.478179886589555,0.606934280972423,2
34,5202,0.483489468945,0.606934280972423,7
35,5355,0.487359850896237,0.606934280972423,7
36,5508,0.564790411881116,0.606934280972423,7
37,5661,0.563946640597795,0.606934280972423,6
38,5814,0.56056688217891,0.613612208785614,7
39,5967,0.455128641375115,0.613612208785614,4
40,6120,0.433904350140649,0.613612208785614,3
41,6273,0.47486127438857,0.613612208785614,5
42,6426,0.557357039965743,0.613612208785614,4
43,6579,0.560955854383181,0.613624446295674,7
44,6732,0.557786849171423,0.617569358973522,6
45,6885,0.517270317955223,0.617569358973522,5
46,7038,0.603640315466513,0.62829579136051,7
47,7191,0.530444395278131,0.62829579136051,4
48,7344,0.560955854383181,0.62829579136051,6
49,7497,0.634894117684419,0.645587253255023,7
50,7650,0.560955854383181,0.645587253255023,6
51,7803,0.593649328858863,0.649396437855022,7
52,7956,0.566209525822326,0.649396437855022,9
