#Gen,#Eval,HyperVolume using each gen,HyperVolume using whole gen,Num of feasible individuals
1,150,0,0,0
2,300,0,0,0
3,450,0,0,0
4,600,0,0,0
5,750,0,0,0
6,900,0,0,0
7,1050,0,0,0
8,1200,0,0,0
9,1350,0,0,0
10,1500,0.412724526299469,0,1
11,1650,0,0,0
12,1800,0,0,0
13,1950,0,0,0
14,2100,0.539706746882847,0.559328117020395,2
15,2250,0,0.559328117020395,0
16,2400,0,0.559328117020395,0
17,2550,0.185729857926066,0.559328117020395,2
18,2700,0,0.559328117020395,0
19,2850,0,0.559328117020395,0
20,3000,0,0.559328117020395,0
21,3150,0,0.559328117020395,0
22,3300,0,0.559328117020395,0
23,3450,0,0.559328117020395,0
24,3600,0,0.559328117020395,0
25,3750,0,0.559328117020395,0
26,3900,0,0.559328117020395,0
27,4050,0,0.559328117020395,0
28,4200,0.50642129294,0.568969067914494,1
29,4350,0.539706746882847,0.568969067914494,1
30,4500,0.423201477795521,0.568969067914494,1
31,4650,0,0.568969067914494,0
32,4800,0,0.568969067914494,0
33,4950,0,0.568969067914494,0
34,5100,0.556999534579618,0.568969067914494,2
35,5250,0.539706746882847,0.568969067914494,2
36,5400,0.539706746882847,0.568969067914494,1
37,5550,0.539706746882847,0.568969067914494,1
38,5700,0.545388102552306,0.57112163917432,3
39,5850,0.539706746882847,0.57112163917432,4
40,6000,0.539706746882847,0.57112163917432,2
41,6150,0.564385382179316,0.578512170277863,4
42,6300,0.545388102552306,0.578512170277863,6
43,6450,0.564955919190977,0.57985979876672,6
44,6600,0.550478100452726,0.581706028094535,6
45,6750,0.582829267775936,0.583600910953593,11
46,6900,0.568489054139486,0.583655363460927,10
47,7050,0.559717164868736,0.583698221431686,10
48,7200,0.613972928675358,0.613975681501996,10
49,7350,0.562292434966659,0.613975686655006,12
50,7500,0.669602383257352,0.672055299014584,5
51,7650,0,0.672055299014584,0
52,7800,0.566109161598865,0.672065055608655,4
53,7950,0.565887124271058,0.672065061103404,10
54,8100,0.570424108405852,0.672091049206415,9
55,8250,0.633387250376043,0.673299635211142,4
56,8400,0.599689108916518,0.673599528175318,4
57,8550,0.606559024385923,0.677638080240666,8
58,8700,0.581034479667454,0.677638080240666,7
59,8850,0.621024924457795,0.677785882324607,6
60,9000,0.642488559597581,0.677785882324607,7
61,9150,0,0.677785882324607,0
62,9300,0.629964210903585,0.677984313636174,6
63,9450,0.643410755888154,0.678275623478752,6
64,9600,0.618493402438923,0.678275623478752,3
65,9750,0.637903104456996,0.678307861038368,5
66,9900,0.643867357881402,0.678309936334436,4
67,10050,0.647476520842972,0.678395748417043,6
68,10200,0.647878746996209,0.67860146934054,2
69,10350,0.648044451770205,0.67860146934054,7
70,10500,0.657941468975493,0.681226312473439,7
71,10650,0.659064419818272,0.681648580803301,13
72,10800,0.661158957440287,0.682995909660101,7
73,10950,0.666733665142504,0.683677945864911,12
74,11100,0.667511171094935,0.683708851150276,12
75,11250,0.6698727006215,0.684653164603763,9
76,11400,0.669855062720192,0.684653164603763,11
77,11550,0.671350432215245,0.68511660890534,10
78,11700,0.675873668582888,0.685264255264991,11
79,11850,0.675576666678279,0.685264255264991,12
80,12000,0.676523194346622,0.685352447350805,8
81,12150,0.674805800776013,0.685526279623349,12
82,12300,0.677250068705986,0.685951620476818,14
83,12450,0.68747774831365,0.688349561006941,14
84,12600,0.681583118676122,0.688352957717607,10
85,12750,0.688451223927158,0.689392693256433,13
86,12900,0.68665453142186,0.689398950961735,12
87,13050,0.68904760047571,0.690125286380244,11
88,13200,0.687934588403878,0.690182581029804,13
89,13350,0.688435045310914,0.690182581029804,9
90,13500,0.687922631487344,0.690192238499029,14
91,13650,0.688566952337525,0.690454982326913,13
92,13800,0.688500696038981,0.691069129774158,12
93,13950,0.689442866502664,0.69107004248873,7
94,14100,0.688726470218435,0.691080599606324,15
95,14250,0.689953640622766,0.691213561069054,14
96,14400,0.68817482152526,0.691213693611701,16
97,14550,0.687951585745794,0.693954123976723,14
98,14700,0.692368411083543,0.694203027508499,13
99,14850,0.693058461638592,0.695948594756175,12
100,15000,0.69040685982768,0.695949439597801,13
101,15150,0.694722769324864,0.697644713244137,12
102,15300,0.696423236976456,0.699463410472755,8
103,15450,0.69038859695507,0.699463410472755,8
104,15600,0.693371549102114,0.699485428640988,16
105,15750,0.697293683764062,0.700156062034039,15
106,15900,0.708276417647176,0.709894273787417,19
107,16050,0.697263043239875,0.709894416393651,5
108,16200,0.701684937147748,0.709915620949666,11
109,16350,0.698646906315451,0.709955542173607,6
110,16500,0.70679946601558,0.709980002739847,6
111,16650,0.685191879971657,0.709980027508551,4
112,16800,0.692621630637675,0.709980027508551,4
113,16950,0.690653645755653,0.709980027508551,2
114,17100,0.696742809244282,0.709980027508551,3
115,17250,0.684730263754013,0.709980069531431,4
116,17400,0.701285980988515,0.709999617687351,3
117,17550,0.684943648395373,0.709999617687351,2
118,17700,0.704780844153297,0.710004202742998,19
119,17850,0.702648585527458,0.710004202742998,3
120,18000,0.697909642865395,0.710004202742998,2
121,18150,0.703376940543676,0.71000835668919,3
122,18300,0.702557459657027,0.71000835668919,3
123,18450,0.70149862757808,0.710008380205404,17
124,18600,0.709197937621811,0.711380828925736,20
125,18750,0.698590159339257,0.711380828925736,4
126,18900,0.70550621270013,0.711383366071317,3
127,19050,0.706029390740682,0.711388215266072,9
128,19200,0.70525699179928,0.711833360467748,10
129,19350,0.707140885010006,0.711835569077836,12
130,19500,0.705704861947749,0.711837002230876,9
131,19650,0.705163388728945,0.711838126167204,14
132,19800,0.706897872308378,0.711839311511646,14
133,19950,0.706024864430285,0.711840109684675,13
134,20100,0.707365515727642,0.711845480483708,14
135,20250,0.707109373419756,0.7118491448613,12
136,20400,0.711784019606807,0.711977137481702,17
137,20550,0.707345579383719,0.711977173636956,13
138,20700,0.706932500272305,0.711977402390518,14
139,20850,0.707657648645512,0.711978066590414,15
140,21000,0.706898761583866,0.711979113447241,15
