#Gen,#Eval,HyperVolume using each gen,HyperVolume using whole gen,Num of feasible individuals
1,153,0,0,0
2,306,0,0,0
3,459,0,0,0
4,612,0,0,0
5,765,0,0,0
6,918,0,0,0
7,1071,0,0,0
8,1224,0,0,0
9,1377,0,0,0
10,1530,0,0,0
11,1683,0,0,0
12,1836,0,0,0
13,1989,0,0,0
14,2142,0,0,0
15,2295,0,0,0
16,2448,0,0,0
17,2601,0,0,0
18,2754,0,0,0
19,2907,0,0,0
20,3060,0,0,0
21,3213,0,0,0
22,3366,0,0,0
23,3519,0,0,0
24,3672,0,0,0
25,3825,0,0,0
26,3978,0,0,0
27,4131,0,0,0
28,4284,0.40622825574548,0,1
29,4437,0,0,0
30,4590,0,0,0
31,4743,0,0,0
32,4896,0,0,0
33,5049,0,0,0
34,5202,0,0,0
35,5355,0,0,0
36,5508,0,0,0
37,5661,0,0,0
38,5814,0,0,0
39,5967,0,0,0
40,6120,0,0,0
41,6273,0,0,0
42,6426,0,0,0
43,6579,0,0,0
44,6732,0,0,0
45,6885,0,0,0
46,7038,0,0,0
47,7191,0,0,0
48,7344,0,0,0
49,7497,0,0,0
50,7650,0,0,0
51,7803,0,0,0
52,7956,0,0,0
53,8109,0,0,0
54,8262,0,0,0
55,8415,0,0,0
56,8568,0,0,0
57,8721,0,0,0
58,8874,0,0,0
59,9027,0,0,0
60,9180,0,0,0
61,9333,0,0,0
62,9486,0,0,0
63,9639,0,0,0
64,9792,0,0,0
65,9945,0,0,0
66,10098,0,0,0
67,10251,0,0,0
68,10404,0,0,0
69,10557,0,0,0
70,10710,0,0,0
71,10863,0,0,0
72,11016,0,0.40622825574548,1
73,11169,0,0.40622825574548,0
74,11322,0,0.40622825574548,0
75,11475,0,0.40622825574548,0
76,11628,0,0.40622825574548,0
77,11781,0,0.40622825574548,0
78,11934,0,0.40622825574548,0
79,12087,0,0.40622825574548,0
80,12240,0,0.40622825574548,0
81,12393,0,0.40622825574548,0
82,12546,0,0.40622825574548,0
83,12699,0,0.40622825574548,0
84,12852,0,0.40622825574548,0
85,13005,0,0.40622825574548,0
86,13158,0.489221054988681,0.40622825574548,1
87,13311,0,0.40622825574548,0
88,13464,0,0.40622825574548,0
89,13617,0,0.40622825574548,0
90,13770,0,0.40622825574548,0
91,13923,0,0.40622825574548,0
92,14076,0,0.40622825574548,0
93,14229,0,0.40622825574548,0
94,14382,0,0.40622825574548,0
95,14535,0,0.40622825574548,0
96,14688,0,0.40622825574548,0
97,14841,0,0.40622825574548,0
98,14994,0,0.40622825574548,0
99,15147,0,0.40622825574548,0
100,15300,0,0.40622825574548,0
101,15453,0,0.40622825574548,0
102,15606,0,0.40622825574548,0
103,15759,0,0.40622825574548,0
104,15912,0,0.40622825574548,0
105,16065,0,0.40622825574548,0
106,16218,0,0.40622825574548,0
107,16371,0,0.40622825574548,0
108,16524,0,0.40622825574548,0
109,16677,0,0.40622825574548,0
110,16830,0,0.40622825574548,0
111,16983,0,0.40622825574548,0
112,17136,0,0.40622825574548,0
113,17289,0,0.40622825574548,0
114,17442,0,0.40622825574548,0
115,17595,0,0.40622825574548,0
116,17748,0,0.40622825574548,0
117,17901,0,0.40622825574548,0
118,18054,0,0.40622825574548,0
119,18207,0,0.40622825574548,0
120,18360,0,0.40622825574548,0
121,18513,0.334232063629165,0.552517616226446,1
122,18666,0,0.552517616226446,0
123,18819,0.34945178093369,0.557874081279637,1
124,18972,0,0.557874081279637,0
125,19125,0,0.557874081279637,0
126,19278,0,0.557874081279637,0
127,19431,0,0.557874081279637,0
128,19584,0,0.557874081279637,0
129,19737,0,0.557874081279637,0
130,19890,0,0.557874081279637,0
131,20043,0,0.557874081279637,0
132,20196,0,0.557874081279637,0
133,20349,0,0.557874081279637,0
134,20502,0.472030170650774,0.561502323753709,1
135,20655,0,0.561502323753709,0
136,20808,0,0.561502323753709,0
137,20961,0,0.561502323753709,0
138,21114,0,0.561502323753709,0
139,21267,0,0.561502323753709,0
140,21420,0,0.561502323753709,0
141,21573,0,0.561502323753709,0
142,21726,0,0.561502323753709,0
143,21879,0,0.561502323753709,0
144,22032,0,0.561502323753709,0
145,22185,0,0.561502323753709,0
146,22338,0,0.561502323753709,0
147,22491,0,0.561502323753709,0
148,22644,0,0.561502323753709,0
149,22797,0,0.561502323753709,0
150,22950,0,0.561502323753709,0
151,23103,0,0.561502323753709,0
152,23256,0,0.561502323753709,0
153,23409,0,0.561502323753709,0
154,23562,0,0.561502323753709,0
155,23715,0,0.561502323753709,0
156,23868,0,0.561502323753709,0
157,24021,0,0.561502323753709,0
158,24174,0,0.561502323753709,0
159,24327,0,0.561502323753709,0
160,24480,0,0.561502323753709,0
161,24633,0,0.561502323753709,0
162,24786,0,0.561502323753709,0
163,24939,0,0.561502323753709,0
164,25092,0,0.561502323753709,0
165,25245,0,0.561502323753709,0
166,25398,0,0.561502323753709,0
167,25551,0,0.561502323753709,0
168,25704,0,0.561502323753709,0
169,25857,0,0.561502323753709,0
170,26010,0,0.561502323753709,0
171,26163,0,0.561502323753709,0
172,26316,0,0.561502323753709,0
173,26469,0,0.561502323753709,0
174,26622,0,0.561502323753709,0
175,26775,0,0.561502323753709,0
176,26928,0,0.561502323753709,0
177,27081,0,0.561502323753709,0
178,27234,0,0.561502323753709,0
179,27387,0,0.561502323753709,0
180,27540,0,0.561502323753709,0
181,27693,0,0.561502323753709,0
182,27846,0,0.561502323753709,0
183,27999,0,0.561502323753709,0
184,28152,0,0.561502323753709,0
185,28305,0,0.561502323753709,0
186,28458,0,0.561502323753709,0
187,28611,0,0.561502323753709,0
188,28764,0,0.561502323753709,0
189,28917,0,0.561502323753709,0
190,29070,0,0.561502323753709,0
191,29223,0,0.561502323753709,0
192,29376,0,0.561502323753709,0
193,29529,0,0.561502323753709,0
194,29682,0,0.561502323753709,0
195,29835,0,0.561502323753709,0
196,29988,0,0.561502323753709,0
197,30141,0,0.561502323753709,0
198,30294,0,0.561502323753709,0
199,30447,0,0.561502323753709,0
200,30600,0,0.561502323753709,0
201,30753,0,0.561502323753709,0
202,30906,0,0.561502323753709,0
203,31059,0,0.561502323753709,0
204,31212,0,0.561502323753709,0
205,31365,0,0.561502323753709,0
206,31518,0,0.561502323753709,0
207,31671,0,0.561502323753709,0
208,31824,0,0.561502323753709,0
209,31977,0,0.561502323753709,0
210,32130,0,0.561502323753709,0
211,32283,0,0.561502323753709,0
212,32436,0,0.561502323753709,0
213,32589,0,0.561502323753709,0
214,32742,0,0.561502323753709,0
215,32895,0,0.561502323753709,0
216,33048,0,0.561502323753709,0
217,33201,0,0.561502323753709,0
218,33354,0,0.561502323753709,0
219,33507,0,0.561502323753709,0
220,33660,0,0.561502323753709,0
221,33813,0,0.561502323753709,0
222,33966,0,0.561502323753709,0
223,34119,0,0.561502323753709,0
224,34272,0,0.561502323753709,0
225,34425,0,0.561502323753709,0
226,34578,0,0.561502323753709,0
227,34731,0,0.561502323753709,0
228,34884,0,0.561502323753709,0
229,35037,0,0.561502323753709,0
230,35190,0,0.561502323753709,0
231,35343,0.33882051331352,0.565630605962306,1
232,35496,0.146204944557738,0.565630605962306,1
233,35649,0.184534486847971,0.565630605962306,1
234,35802,0,0.565630605962306,0
235,35955,0,0.565630605962306,0
236,36108,0,0.565630605962306,0
237,36261,0,0.565630605962306,0
238,36414,0,0.565630605962306,0
239,36567,0.270406321059199,0.565630605962306,1
240,36720,0,0.565630605962306,0
241,36873,0,0.565630605962306,0
242,37026,0,0.565630605962306,0
243,37179,0,0.565630605962306,0
244,37332,0,0.565630605962306,0
245,37485,0,0.565630605962306,0
246,37638,0,0.565630605962306,0
247,37791,0,0.565630605962306,0
248,37944,0,0.565630605962306,0
249,38097,0,0.565630605962306,0
250,38250,0,0.565630605962306,0
251,38403,0,0.565630605962306,0
252,38556,0,0.565630605962306,0
253,38709,0,0.565630605962306,0
254,38862,0,0.565630605962306,0
255,39015,0,0.565630605962306,0
256,39168,0,0.565630605962306,0
257,39321,0.241934577039389,0.566143342040229,1
258,39474,0,0.566143342040229,0
259,39627,0,0.566143342040229,0
260,39780,0,0.566143342040229,0
261,39933,0,0.566143342040229,0
262,40086,0,0.566143342040229,0
263,40239,0,0.566143342040229,0
264,40392,0,0.566143342040229,0
265,40545,0,0.566143342040229,0
266,40698,0,0.566143342040229,0
267,40851,0,0.566143342040229,0
268,41004,0,0.566143342040229,0
269,41157,0,0.566143342040229,0
270,41310,0,0.566143342040229,0
271,41463,0,0.566143342040229,0
272,41616,0,0.566143342040229,0
273,41769,0,0.566143342040229,0
274,41922,0,0.566143342040229,0
275,42075,0,0.566143342040229,0
276,42228,0,0.566143342040229,0
277,42381,0.342233601592779,0.566551163433834,1
278,42534,0,0.566551163433834,0
279,42687,0,0.566551163433834,0
280,42840,0,0.566551163433834,0
281,42993,0,0.566551163433834,0
282,43146,0,0.566551163433834,0
283,43299,0,0.566551163433834,0
284,43452,0,0.566551163433834,0
285,43605,0,0.566551163433834,0
286,43758,0,0.566551163433834,0
287,43911,0,0.566551163433834,0
288,44064,0,0.566551163433834,0
289,44217,0,0.566551163433834,0
290,44370,0,0.566551163433834,0
291,44523,0,0.566551163433834,0
292,44676,0,0.566551163433834,0
293,44829,0,0.566551163433834,0
294,44982,0,0.566551163433834,0
295,45135,0.574792265082978,0.602310131987933,1
296,45288,0,0.602310131987933,0
297,45441,0,0.602310131987933,0
298,45594,0,0.602310131987933,0
299,45747,0,0.602310131987933,0
300,45900,0,0.602310131987933,0
301,46053,0,0.602310131987933,0
302,46206,0,0.602310131987933,0
303,46359,0,0.602310131987933,0
304,46512,0,0.602310131987933,0
305,46665,0,0.602310131987933,0
306,46818,0,0.602310131987933,0
307,46971,0,0.602310131987933,0
308,47124,0,0.602310131987933,0
309,47277,0,0.602310131987933,0
310,47430,0,0.602310131987933,0
311,47583,0,0.602310131987933,0
312,47736,0.41746409284,0.602310131987933,1
313,47889,0,0.602310131987933,0
314,48042,0,0.602310131987933,0
315,48195,0,0.602310131987933,0
316,48348,0,0.602310131987933,0
317,48501,0,0.602310131987933,0
318,48654,0,0.602310131987933,0
319,48807,0,0.602310131987933,0
320,48960,0,0.602310131987933,0
321,49113,0,0.602310131987933,0
322,49266,0,0.602310131987933,0
